Sample,Time(S),CH1(V)
916,-4.084,0.444555
917,-4.083,0.470638
918,-4.082,0.500199
919,-4.081,0.526281
920,-4.08,0.552364
921,-4.079,0.578447
922,-4.078,0.606269
923,-4.077,0.632351
924,-4.076,0.653218
925,-4.075,0.672345
926,-4.074,0.693211
927,-4.073,0.7106
928,-4.072,0.721033
929,-4.071,0.733205
930,-4.07,0.738421
931,-4.069,0.741899
932,-4.068,0.743638
933,-4.067,0.74016
934,-4.066,0.734944
935,-4.065,0.722772
936,-4.064,0.712339
937,-4.063,0.696689
938,-4.062,0.677562
939,-4.061,0.660173
940,-4.06,0.639307
941,-4.059,0.616702
942,-4.058,0.595836
943,-4.057,0.571492
944,-4.056,0.548887
945,-4.055,0.526281
946,-4.054,0.503676
947,-4.053,0.481071
948,-4.052,0.460205
949,-4.051,0.4376
950,-4.05,0.414995
951,-4.049,0.39239
952,-4.048,0.373263
953,-4.047,0.354135
954,-4.046,0.335008
955,-4.045,0.321097
956,-4.044,0.303709
957,-4.043,0.293275
958,-4.042,0.281104
959,-4.041,0.272409
960,-4.04,0.265454
961,-4.039,0.260237
962,-4.038,0.255021
963,-4.037,0.255021
964,-4.036,0.255021
965,-4.035,0.25676
966,-4.034,0.260237
967,-4.033,0.263715
968,-4.032,0.27067
969,-4.031,0.274148
970,-4.03,0.279365
971,-4.029,0.284581
972,-4.028,0.293275
973,-4.027,0.298492
974,-4.026,0.305447
975,-4.025,0.314142
976,-4.024,0.322836
977,-4.023,0.329791
978,-4.022,0.338486
979,-4.021,0.345441
980,-4.02,0.354135
981,-4.019,0.36283
982,-4.018,0.369785
983,-4.017,0.373263
984,-4.016,0.380218
985,-4.015,0.387173
986,-4.014,0.390651
987,-4.013,0.397607
988,-4.012,0.397607
989,-4.011,0.401084
990,-4.01,0.402823
991,-4.009,0.406301
992,-4.008,0.40804
993,-4.007,0.40804
994,-4.006,0.411517
995,-4.005,0.413256
996,-4.004,0.413256
997,-4.003,0.414995
998,-4.002,0.413256
999,-4.001,0.416734
1000,-4,0.416734
1001,-3.999,0.416734
1002,-3.998,0.416734
1003,-3.997,0.416734
1004,-3.996,0.420212
1005,-3.995,0.42195
1006,-3.994,0.425428
1007,-3.993,0.428906
1008,-3.992,0.435861
1009,-3.991,0.439339
1010,-3.99,0.444555
1011,-3.989,0.451511
1012,-3.988,0.456727
1013,-3.987,0.465422
1014,-3.986,0.472377
1015,-3.985,0.479333
1016,-3.984,0.488027
1017,-3.983,0.496721
1018,-3.982,0.503676
1019,-3.981,0.512371
1020,-3.98,0.519326
1021,-3.979,0.52802
1022,-3.978,0.534976
1023,-3.977,0.541931
1024,-3.976,0.548887
1025,-3.975,0.554103
1026,-3.974,0.55932
1027,-3.973,0.566275
1028,-3.972,0.568014
1029,-3.971,0.574969
1030,-3.97,0.578447
1031,-3.969,0.578447
1032,-3.968,0.585402
1033,-3.967,0.585402
1034,-3.966,0.58888
1035,-3.965,0.590619
1036,-3.964,0.590619
1037,-3.963,0.590619
1038,-3.962,0.590619
1039,-3.961,0.58888
1040,-3.96,0.587141
1041,-3.959,0.581925
1042,-3.958,0.576708
1043,-3.957,0.571492
1044,-3.956,0.564536
1045,-3.955,0.552364
1046,-3.954,0.54367
1047,-3.953,0.529759
1048,-3.952,0.515848
1049,-3.951,0.496721
1050,-3.95,0.477594
1051,-3.949,0.454989
1052,-3.948,0.430645
1053,-3.947,0.402823
1054,-3.946,0.375001
1055,-3.945,0.34718
1056,-3.944,0.314142
1057,-3.943,0.281104
1058,-3.942,0.248065
1059,-3.941,0.215027
1060,-3.94,0.18025
1061,-3.939,0.145473
1062,-3.938,0.108957
