Sample,Time(S),CH1(V)
600,-4.4,-0.0162399
601,-4.399,-0.0162399
602,-4.398,-0.0127622
603,-4.397,-0.0127622
604,-4.396,-0.0127622
605,-4.395,-0.00928454
606,-4.394,-0.00754569
607,-4.393,-0.00406799
608,-4.392,-0.00232914
609,-4.391,-0.000590291
610,-4.39,0.00288741
611,-4.389,0.00288741
612,-4.388,0.00462626
613,-4.387,0.00636511
614,-4.386,0.00810396
615,-4.385,0.00984281
616,-4.384,0.0115817
617,-4.383,0.0133205
618,-4.382,0.0133205
619,-4.381,0.0167982
620,-4.38,0.0167982
621,-4.379,0.0150594
622,-4.378,0.0202759
623,-4.377,0.0202759
624,-4.376,0.0202759
625,-4.375,0.0202759
626,-4.374,0.0167982
627,-4.373,0.0167982
628,-4.372,0.0167982
629,-4.371,0.0133205
630,-4.37,0.0150594
631,-4.369,0.0115817
632,-4.368,0.0115817
633,-4.367,0.00984281
634,-4.366,0.00810396
635,-4.365,0.00636511
636,-4.364,0.00462626
637,-4.363,0.00288741
638,-4.362,0.00114856
639,-4.361,-0.000590291
640,-4.36,-0.00232914
641,-4.359,-0.00232914
642,-4.358,-0.00754569
643,-4.357,-0.00754569
644,-4.356,-0.00754569
645,-4.355,-0.0110234
646,-4.354,-0.00928454
647,-4.353,-0.0110234
648,-4.352,-0.0110234
649,-4.351,-0.0110234
650,-4.35,-0.0110234
651,-4.349,-0.0110234
652,-4.348,-0.0110234
653,-4.347,-0.0110234
654,-4.346,-0.0127622
655,-4.345,-0.00928454
656,-4.344,-0.00928454
657,-4.343,-0.00928454
658,-4.342,-0.00928454
659,-4.341,-0.0110234
660,-4.34,-0.00754569
661,-4.339,-0.00754569
662,-4.338,-0.00754569
663,-4.337,-0.00928454
664,-4.336,-0.00406799
665,-4.335,-0.00406799
666,-4.334,-0.00754569
667,-4.333,-0.00232914
668,-4.332,-0.00232914
669,-4.331,-0.00232914
670,-4.33,-0.00232914
671,-4.329,-0.00232914
672,-4.328,-0.00232914
673,-4.327,-0.000590291
674,-4.326,-0.000590291
675,-4.325,-0.000590291
676,-4.324,-0.000590291
677,-4.323,-0.000590291
678,-4.322,-0.000590291
679,-4.321,-0.000590291
680,-4.32,-0.000590291
681,-4.319,-0.000590291
682,-4.318,-0.000590291
683,-4.317,-0.000590291
684,-4.316,-0.000590291
685,-4.315,-0.000590291
686,-4.314,-0.000590291
687,-4.313,-0.000590291
688,-4.312,0.00288741
689,-4.311,0.00288741
690,-4.31,0.00288741
691,-4.309,0.00636511
692,-4.308,0.00810396
693,-4.307,0.00810396
694,-4.306,0.00984281
695,-4.305,0.0115817
696,-4.304,0.0150594
697,-4.303,0.0167982
698,-4.302,0.0202759
699,-4.301,0.0220148
700,-4.3,0.0237536
701,-4.299,0.0254925
702,-4.298,0.0289702
703,-4.297,0.0289702
704,-4.296,0.030709
705,-4.295,0.0324479
706,-4.294,0.0324479
707,-4.293,0.0359256
708,-4.292,0.0359256
709,-4.291,0.0376644
710,-4.29,0.0376644
711,-4.289,0.0394033
712,-4.288,0.0394033
713,-4.287,0.0394033
714,-4.286,0.0394033
715,-4.285,0.0394033
716,-4.284,0.0376644
717,-4.283,0.0376644
718,-4.282,0.0359256
719,-4.281,0.0341867
720,-4.28,0.0324479
721,-4.279,0.030709
722,-4.278,0.030709
723,-4.277,0.0272313
724,-4.276,0.0254925
725,-4.275,0.0220148
726,-4.274,0.0220148
727,-4.273,0.0167982
728,-4.272,0.0150594
729,-4.271,0.0133205
730,-4.27,0.00984281
731,-4.269,0.00810396
732,-4.268,0.00810396
733,-4.267,0.00636511
734,-4.266,0.00288741
735,-4.265,0.00288741
736,-4.264,0.00288741
737,-4.263,-0.000590291
738,-4.262,-0.000590291
739,-4.261,-0.000590291
740,-4.26,-0.000590291
741,-4.259,-0.000590291
742,-4.258,-0.000590291
743,-4.257,-0.000590291
744,-4.256,-0.000590291
745,-4.255,-0.000590291
746,-4.254,-0.00232914
747,-4.253,0.00114856
748,-4.252,-0.000590291
749,-4.251,0.00288741
750,-4.25,0.00288741
751,-4.249,0.00288741
752,-4.248,0.00636511
753,-4.247,0.00810396
754,-4.246,0.00984281
755,-4.245,0.0133205
756,-4.244,0.0133205
757,-4.243,0.0150594
758,-4.242,0.0167982
759,-4.241,0.0202759
760,-4.24,0.0220148
761,-4.239,0.0237536
762,-4.238,0.0254925
763,-4.237,0.0254925
764,-4.236,0.0289702
765,-4.235,0.030709
766,-4.234,0.030709
767,-4.233,0.0324479
768,-4.232,0.0324479
769,-4.231,0.0341867
770,-4.23,0.0341867
771,-4.229,0.0341867
772,-4.228,0.0359256
773,-4.227,0.0359256
774,-4.226,0.0359256
775,-4.225,0.0341867
776,-4.224,0.0341867
777,-4.223,0.0341867
778,-4.222,0.0324479
779,-4.221,0.0324479
780,-4.22,0.030709
781,-4.219,0.030709
782,-4.218,0.0289702
783,-4.217,0.0254925
784,-4.216,0.0254925
785,-4.215,0.0237536
786,-4.214,0.0220148
787,-4.213,0.0220148
788,-4.212,0.0202759
789,-4.211,0.0167982
790,-4.21,0.0133205
791,-4.209,0.0133205
792,-4.208,0.0115817
793,-4.207,0.0115817
794,-4.206,0.00810396
795,-4.205,0.00810396
796,-4.204,0.00810396
797,-4.203,0.00810396
798,-4.202,0.00810396
799,-4.201,0.00810396
800,-4.2,0.00810396
801,-4.199,0.00636511
802,-4.198,0.00984281
803,-4.197,0.00984281
804,-4.196,0.0115817
805,-4.195,0.0115817
806,-4.194,0.0150594
807,-4.193,0.0167982
808,-4.192,0.0202759
809,-4.191,0.0220148
810,-4.19,0.0237536
811,-4.189,0.0254925
812,-4.188,0.0254925
813,-4.187,0.0272313
814,-4.186,0.0272313
815,-4.185,0.030709
816,-4.184,0.0324479
817,-4.183,0.030709
818,-4.182,0.0341867
819,-4.181,0.0341867
820,-4.18,0.0324479
821,-4.179,0.0359256
822,-4.178,0.0359256
823,-4.177,0.0359256
824,-4.176,0.0359256
825,-4.175,0.0359256
826,-4.174,0.0324479
827,-4.173,0.0341867
828,-4.172,0.0341867
829,-4.171,0.0341867
830,-4.17,0.0341867
831,-4.169,0.0324479
832,-4.168,0.0324479
833,-4.167,0.0324479
834,-4.166,0.0324479
835,-4.165,0.0324479
836,-4.164,0.0324479
