Sample,Time(S),CH1(V)
607,-1.93e-06,0.000790078
608,-1.92e-06,-0.000589962
609,-1.91e-06,-0.000589962
610,-1.9e-06,0.000790078
611,-1.89e-06,0.000790078
612,-1.88e-06,-0.00197
613,-1.87e-06,0.000790078
614,-1.86e-06,-0.000589962
615,-1.85e-06,0.000790078
616,-1.84e-06,-0.000589962
617,-1.83e-06,-0.00197
618,-1.82e-06,-0.000589962
619,-1.81e-06,-0.000589962
620,-1.8e-06,-0.000589962
621,-1.79e-06,0.000790078
622,-1.78e-06,-0.00197
623,-1.77e-06,0.000790078
624,-1.76e-06,0.000790078
625,-1.75e-06,0.000790078
626,-1.74e-06,0.000790078
627,-1.73e-06,0.000790078
628,-1.72e-06,0.000790078
629,-1.71e-06,0.00217012
630,-1.7e-06,0.000790078
631,-1.69e-06,0.000790078
632,-1.68e-06,0.00217012
633,-1.67e-06,0.000790078
634,-1.66e-06,0.00217012
635,-1.65e-06,0.0049302
636,-1.64e-06,-0.000589962
637,-1.63e-06,0.000790078
638,-1.62e-06,0.000790078
639,-1.61e-06,0.00217012
640,-1.6e-06,-0.000589962
641,-1.59e-06,-0.000589962
642,-1.58e-06,-0.000589962
643,-1.57e-06,-0.000589962
644,-1.56e-06,0.000790078
645,-1.55e-06,-0.000589962
646,-1.54e-06,-0.000589962
647,-1.53e-06,0.000790078
648,-1.52e-06,0.000790078
649,-1.51e-06,0.000790078
650,-1.5e-06,-0.000589962
651,-1.49e-06,0.000790078
652,-1.48e-06,-0.000589962
653,-1.47e-06,-0.000589962
654,-1.46e-06,0.00217012
655,-1.45e-06,-0.000589962
656,-1.44e-06,0.00217012
657,-1.43e-06,0.000790078
658,-1.42e-06,-0.00197
659,-1.41e-06,-0.000589962
660,-1.4e-06,-0.000589962
661,-1.39e-06,0.000790078
662,-1.38e-06,-0.000589962
663,-1.37e-06,-0.000589962
664,-1.36e-06,0.000790078
665,-1.35e-06,-0.000589962
666,-1.34e-06,0.00217012
667,-1.33e-06,0.0049302
668,-1.32e-06,0.000790078
669,-1.31e-06,0.000790078
670,-1.3e-06,0.000790078
671,-1.29e-06,-0.000589962
672,-1.28e-06,0.000790078
673,-1.27e-06,-0.000589962
674,-1.26e-06,-0.000589962
675,-1.25e-06,-0.000589962
676,-1.24e-06,0.000790078
677,-1.23e-06,0.00217012
678,-1.22e-06,0.00217012
679,-1.21e-06,0.000790078
680,-1.2e-06,-0.000589962
681,-1.19e-06,-0.000589962
682,-1.18e-06,-0.00197
683,-1.17e-06,-0.00197
684,-1.16e-06,-0.000589962
685,-1.15e-06,-0.000589962
686,-1.14e-06,-0.000589962
687,-1.13e-06,-0.000589962
688,-1.12e-06,-0.00197
689,-1.11e-06,0.000790078
690,-1.1e-06,0.000790078
691,-1.09e-06,-0.000589962
692,-1.08e-06,-0.000589962
693,-1.07e-06,0.000790078
694,-1.06e-06,0.000790078
695,-1.05e-06,0.00217012
696,-1.04e-06,-0.000589962
697,-1.03e-06,-0.000589962
698,-1.02e-06,-0.000589962
699,-1.01e-06,0.00217012
700,-1e-06,-0.00197
701,-9.9e-07,-0.000589962
702,-9.8e-07,-0.000589962
703,-9.7e-07,0.000790078
704,-9.6e-07,0.000790078
705,-9.5e-07,0.000790078
706,-9.4e-07,0.000790078
707,-9.3e-07,0.000790078
708,-9.2e-07,-0.00197
709,-9.1e-07,-0.000589962
710,-9e-07,0.000790078
711,-8.9e-07,0.000790078
712,-8.8e-07,0.000790078
713,-8.7e-07,0.00217012
714,-8.6e-07,0.00217012
715,-8.5e-07,0.00217012
716,-8.4e-07,0.000790078
717,-8.3e-07,-0.000589962
718,-8.2e-07,-0.00197
719,-8.1e-07,-0.00197
720,-8e-07,-0.000589962
721,-7.9e-07,0.000790078
722,-7.8e-07,0.000790078
723,-7.7e-07,0.000790078
724,-7.6e-07,0.000790078
725,-7.5e-07,0.000790078
726,-7.4e-07,-0.000589962
727,-7.3e-07,-0.000589962
728,-7.2e-07,-0.000589962
729,-7.1e-07,-0.00197
730,-7e-07,-0.000589962
731,-6.9e-07,0.000790078
732,-6.8e-07,-0.000589962
733,-6.7e-07,-0.000589962
734,-6.6e-07,-0.000589962
735,-6.5e-07,-0.000589962
736,-6.4e-07,-0.00197
737,-6.3e-07,0.000790078
738,-6.2e-07,-0.000589962
739,-6.1e-07,0.000790078
740,-6e-07,0.000790078
741,-5.9e-07,0.000790078
742,-5.8e-07,0.000790078
743,-5.7e-07,0.00217012
744,-5.6e-07,-0.00197
745,-5.5e-07,-0.00197
746,-5.4e-07,-0.00197
747,-5.3e-07,0.00217012
748,-5.2e-07,0.000790078
749,-5.1e-07,-0.00197
750,-5e-07,-0.000589962
751,-4.9e-07,-0.000589962
752,-4.8e-07,0.000790078
753,-4.7e-07,0.00217012
754,-4.6e-07,0.000790078
755,-4.5e-07,-0.00197
756,-4.4e-07,-0.000589962
757,-4.3e-07,-0.000589962
758,-4.2e-07,-0.00197
759,-4.1e-07,0.000790078
760,-4e-07,0.000790078
761,-3.9e-07,-0.000589962
762,-3.8e-07,-0.000589962
763,-3.7e-07,-0.000589962
764,-3.6e-07,-0.000589962
765,-3.5e-07,0.00217012
766,-3.4e-07,0.000790078
767,-3.3e-07,0.00217012
768,-3.2e-07,0.000790078
769,-3.1e-07,0.00217012
770,-3e-07,0.00217012
771,-2.9e-07,0.000790078
772,-2.8e-07,-0.000589962
773,-2.7e-07,-0.00197
774,-2.6e-07,-0.00197
775,-2.5e-07,-0.000589962
776,-2.4e-07,-0.00197
777,-2.3e-07,-0.000589962
778,-2.2e-07,-0.000589962
779,-2.1e-07,-0.000589962
780,-2e-07,-0.000589962
781,-1.9e-07,0.000790078
782,-1.8e-07,0.000790078
783,-1.7e-07,0.000790078
784,-1.6e-07,-0.000589962
785,-1.5e-07,-0.000589962
786,-1.4e-07,-0.000589962
787,-1.3e-07,-0.000589962
788,-1.2e-07,-0.000589962
789,-1.1e-07,0.0049302
790,-1e-07,0.000790078
791,-9e-08,0.00217012
792,-8e-08,0.00217012
793,-7e-08,0.000790078
794,-6e-08,0.00217012
795,-5e-08,0.00217012
796,-4e-08,-0.000589962
797,-3e-08,0.000790078
798,-2e-08,0.000790078
799,-1e-08,-0.00197
800,0,-0.000589962
801,1e-08,0.000790078
802,2e-08,0.00217012
803,3e-08,0.000790078
804,4e-08,-0.000589962
805,5e-08,0.000790078
806,6e-08,-0.00197
807,7e-08,0.000790078
808,8e-08,-0.000589962
809,9e-08,-0.000589962
810,1e-07,-0.00197
811,1.1e-07,-0.00197
812,1.2e-07,-0.000589962
813,1.3e-07,0.000790078
814,1.4e-07,-0.000589962
815,1.5e-07,-0.000589962
816,1.6e-07,-0.00335004
817,1.7e-07,-0.000589962
818,1.8e-07,-0.000589962
819,1.9e-07,-0.000589962
820,2e-07,-0.000589962
821,2.1e-07,0.000790078
822,2.2e-07,-0.000589962
823,2.3e-07,-0.000589962
824,2.4e-07,-0.000589962
825,2.5e-07,0.00217012
826,2.6e-07,-0.000589962
